Date From,Date To,Name,Venue,Country,Category,Calendar,Class,EMail,Website
6/17/2025,6/22/2025,Internationale LOTTO Thüringen Ladies Tour,,GER,WE,EUR,2.Pro,info@lottothueringen-ladies-tour.de,www.lottothueringen-ladies-tour.de
6/17/2025,6/22/2025,National Road Championships - Ukraine,,UKR,,EUR,CN,federation@velosport.org.ua,http://www.velosport.org.ua/
6/17/2025,6/22/2025,National Road Championships - Kazakhstan,,KAZ,,ASI,CN,info@cycling.kz,cycling.kz
6/18/2025,6/21/2025,La Route d'Occitanie - CIC,,FRA,ME,EUR,2.1,pcaubin@laroutedoccitanie.fr,https://www.laroutedoccitanie.fr/
6/18/2025,6/22/2025,Baloise Belgium Tour,,BEL,ME,EUR,2.Pro,christophe.impens@golazo.com; jan.nys@golazo.com; jan.baele@golazo.com,www.baloisebelgiumtour.be
6/19/2025,6/20/2025,National Road Championships - Albania,,ALB,,EUR,CN,info@albcycling.al,www.albcycling.al
6/19/2025,6/21/2025,National Road Championships - Kosovo,,KOS,,EUR,CN,kosovacf@yahoo.com,
6/19/2025,6/22/2025,Vuelta Ciclista al Besaya,,ESP,MJ,EUR,2.1,ccbesaya@hotmail.com,www.vueltaalbesaya.com
6/19/2025,6/22/2025,National Road Championships - Bermuda,,BER,,AME,CN,info@bermudabicycle.org,www.bermudaboicycle.bm
6/19/2025,6/22/2025,LVM Saarland Trofeo,,GER,MJ,EUR,2.Ncup,info@trofeo.online,www.trofeo.online
6/20/2025,6/22/2025,National Road Championships - Serbia,,SRB,,EUR,CN,office@bss.rs,www.bss.rs
6/20/2025,6/22/2025,National Road Championships - Portugal,,POR,,EUR,CN,geral@fpciclismo.pt,fpciclismo.pt
6/20/2025,6/22/2025,National Road Championships - Romania,,ROU,,EUR,CN,office@federatiadeciclism.ro,www.federatiadeciclism.ro
6/21/2025,6/21/2025,Campeonato Nacional de Criteriums,Autódromo Pedro Cofiño,GUA,ME,AME,CRT,fciclismo.guatemala@gmail.com,https//fedeciclismogua.org
6/21/2025,6/21/2025,Copenhagen Sprint,,DEN,WE,MON,1.WWT,jesper.tikioeb@cyklingdanmark.dk,copenhagensprint.com
6/21/2025,6/21/2025,National Road Championships - Czechia (MU),,CZE,,EUR,CN,info@ceskysvazcyklistiky.cz,www.ceskysvazcyklistiky.cz
6/21/2025,6/21/2025,National Road Championships - Slovakia (U23),,SVK,,EUR,CN,info@ceskysvazcyklistiky.cz,www.ceskysvazcyklistiky.cz
6/21/2025,6/22/2025,National Road Championships - Hong Kong,,HKG,,ASI,CN,jacob.y@cycling.org.hk / wilfred.wu@cycling.org.hk,www.cycling.org.hk
6/21/2025,6/22/2025,National Road Championships - Singapore,,SIN,,ASI,CN,max.mager@singaporecycling.org.sg,https://singaporecycling.org.sg/
6/21/2025,6/22/2025,National Road Championships - Mauritius,,MRI,,AFR,CN,www.facebook.com/Mauritiuscyclingfederation,
6/21/2025,6/28/2025,National Road Championships - Israel,,ISR,,EUR,CN,neil@israelcycling.org.il,https://israelcycling.org.il/
6/21/2025,6/29/2025,National Road Championships - Japan,,JPN,,ASI,CN,internationalrelations@jcf.or.jp,https://jcf.or.jp
6/21/2025,6/29/2025,National Road Championships - Lithuania,,LTU,,EUR,CN,info@ldsf.lt,www.ldsf.lt
6/21/2025,6/29/2025,National Road Championships - Italy,,ITA,,EUR,CN,strada@federciclismo.it,
6/21/2025,6/29/2025,National Road Championships - Estonia,,EST,,EUR,CN,ejl@ejl.ee,www.ejl.ee
6/22/2025,6/22/2025,Copenhagen Sprint,,DEN,ME,UWT,1.UWT,jesper.tikioeb@cyklingdanmark.dk,copenhagensprint.com
6/22/2025,6/22/2025,Andorra MoraBanc Clàssica,,AND,ME,EUR,1.1,info@viusenselimits.com,andorramorabancclassica.com
6/22/2025,6/27/2025,National Road Championships - Iran,,IRI,,ASI,CN,ircyclingfed@gmail.com,http://www.cfi.ir/
6/22/2025,6/29/2025,National Road Championships - El Salvador,,ESA,,AME,CN,fsdeciclismo@gmail.com,www.fsc.org.sv
6/22/2025,6/29/2025,National Road Championships - Puerto Rico,,PUR,,AME,CN,ismfuente@yahoo.com; fecipur@gmail.com,WWW.FECIPUR.ORG
6/22/2025,6/29/2025,National Road Championships - Belize,,BIZ,,AME,CN,cyclingfederationofbelize@gmail.com,
6/22/2025,6/29/2025,National Road Championships - Guatemala,,GUA,,AME,CN,fciclismo.guatemala@gmail.com,https//fedeciclismogua.org
6/23/2025,6/23/2025,National Road Championships - Cameroun,,CMR,,AFR,CN,fecacyclisme2013@yahoo.fr,
6/24/2025,6/24/2025,Giro dell'Appennino,,ITA,ME,EUR,1.1,segreteria@uspontedecimo.it,www.uspontedecimo.it
6/24/2025,6/24/2025,Giro dell'Appennino Donne Elite,,ITA,WE,EUR,1.2,segreteria@uspontedecimo.it,www.uspontedecimo.it
6/24/2025,6/26/2025,National Road Championships - Uzbekistan,,UZB,,ASI,CN,uzbcycling@gmail.com,www.velosport.uz
6/24/2025,6/29/2025,National Road Championships - Latvia,,LAT,,EUR,CN,toms@lrf.lv,www.lrf.lv
6/25/2025,6/29/2025,National Road Championships - China,,CHN,,ASI,CN,admin@chncycling.com,
6/25/2025,6/29/2025,National Road Championships - Iceland,,ISL,,EUR,CN,hri@hri.is,
6/25/2025,6/29/2025,National Road Championships - Spain,,ESP,,EUR,CN,alejandromartin@rfec.com,www.rfec.com
6/25/2025,6/29/2025,National Road Championships - Cyprus ,,CYP,,EUR,CN,ccf@cytanet.com.cy,cypruscycling.org
6/25/2025,6/29/2025,National Road Championships - Poland,,POL,,EUR,CN,biuro@wlkskrakus.pl,
6/25/2025,6/29/2025,National Road Championships - Luxembourg,,LUX,,EUR,CN,info@fscl.lu,www.fscl.lu
6/26/2025,6/26/2025,National Road Championships - Switzerland (ITT),,SUI,,EUR,CN,praesident@vcsteinmaur.ch,vcsteinmaur.ch
6/26/2025,6/29/2025,National Road Championships - Czechia,,CZE,,EUR,CN,jancinka957@gmail.com,www.ceskysvazcyklistiky.cz
6/26/2025,6/29/2025,National Road Championships - Brazil,,BRA,,AME,CN,www.cbc.esp.br,cbc.esp.br
6/26/2025,6/29/2025,National Road Championships - France ,,FRA,,EUR,CN,a.fourez@ffc.fr,
6/26/2025,6/29/2025,National Road Championships - Norway,,NOR,,EUR,CN,cato.karbol@sykling.no,www.sykling.no
6/26/2025,6/29/2025,National Road Championships - Turkiye,,TUR,,EUR,CN,info@bisiklet.gov.tr,www.bisiklet.gov.tr
6/26/2025,6/29/2025,National Road Championships - Dominican Republic,,DOM,,AME,CN,fdom.ciclismo@gmail.com,
6/26/2025,6/29/2025,National Road Championships - Indonesia,,INA,,ASI,CN,contact@icf.id,icf.id
6/26/2025,6/29/2025,National Road Championships - Great Britain,,GBR,,EUR,CN,road@britishcycling.org.uk,www.britishcycling.org.uk
6/26/2025,6/29/2025,National Road Championships Slovenije,,SLO,,EUR,CN,kzs@kolesarska-zveza.si,
6/26/2025,6/29/2025,National Road Championships - Ireland,,IRL,,EUR,CN,aaron.johnston@cyclingireland.ie,www.cyclingireland.ie
6/26/2025,6/29/2025,National Road Championships - Venezuela,,VEN,,AME,CN,fvciclismove@gmail.com,fvciclismo.net
6/27/2025,6/28/2025,National Road Championships - Jordan,,JOR,,ASI,CN,Ammarsat@gmail.com,NA
6/27/2025,6/29/2025,National Road Championships - Denmark,,DEN,,EUR,CN,jens.kasler@cyklingdanmark.dk,
6/27/2025,6/29/2025,National Road Championships - Eritrea,,ERI,,AFR,CN,ncefa1935@gmail.com,
6/27/2025,6/29/2025,BESTRONICS Acht van Bladel,,NED,MJ,EUR,2.1,teams@achtvanbladel.nl,www.achtvanbladel.nl
6/27/2025,6/29/2025,National Road Championships - Canada,,CAN,,AME,CN,info@tourdebeauce.com,tourdebeauce.com
6/27/2025,6/29/2025,National Road Championships - Bulgaria,,BUL,,EUR,CN,admin@bgcf.bg,www.bgcf.bg
6/27/2025,6/29/2025,National Road Championships - Greece,,GRE,,EUR,CN,eopbike@otenet.gr,
6/27/2025,6/29/2025,National Road Championships - Belgium,,BEL,,EUR,CN,info@belgiancycling.be,www.belgiancycling.be
6/28/2025,6/29/2025,National Road Championships - Cayman,,CAY,,AME,CN,info@caymancycling.ky,caymancycling.ky
6/28/2025,6/29/2025,National Road Championships - Honduras,,HON,,AME,CN,freddydiaz@probikeshn.com,
6/28/2025,6/29/2025,National Road Championships - Jamaica,,JAM,,AME,CN,jcfsecretary.info@gmail.com,www.jamaicacycling.com
6/28/2025,6/29/2025,National Road Championships - Antigua and Barbuda,,ANT,,AME,CN,info@antiguacycling.com,
6/28/2025,6/29/2025,National Road Championships - Rwanda,,RWA,,AFR,CN,ferwacy@yahoo.fr,https://ferwacy.rw
6/28/2025,6/29/2025,National Road Championships - Bosnia and Herzegovina,,BIH,,EUR,CN,office@bisabih.ba,www.bisabih.ba
6/28/2025,6/29/2025,National Road Championships - British Virgin Islands,,IVB,,AME,CN,danddmark@surfbvi.com,www.bvicycling.com
6/28/2025,6/29/2025,National Road Championships - Switzerland (IRR),,SUI,,EUR,CN,radsm2025@gmail.com,https://www.vcfischingen.ch/
6/28/2025,6/29/2025,National Road Championships - Sao Tomé and Príncipe,,STP,,AFR,CN,fscstp@gmail.com,
6/28/2025,6/29/2025,National Road Championships - Laos,,LAO,,ASI,CN,laoscycling@gmail.com,
6/28/2025,6/29/2025,National Road Championships - Cape Verde,,CPV,,AFR,CN,federacaocc@gmail.com,www.federacaocc.cv
6/28/2025,7/1/2025,National Road Championships - Sweden,,SWE,,EUR,CN,goranmattsson.uck@hotmail.com,https://upsalack.se
6/29/2025,6/29/2025,Classic Région Sud U19 - Montagne de Lure,,FRA,MJ,EUR,1.1,ffcregionsud@gmail.com,
6/30/2025,6/30/2025,Classic Région Sud U19 - Hautes-Alpes - Super Dévoluy,,FRA,MJ,EUR,1.1,sven.calus@live.be,www.ffcpaca.fr
7/1/2025,7/1/2025,Trofeo Città di Brescia - Mem. Rino Fiori,,ITA,ME,EUR,1.2,iab@roda.it; renatomoreschi717@gmail.com,www.gscittadibrescia.it
7/2/2025,7/5/2025,Course Cycliste de Solidarnosc et des Champions Olympiques,,POL,ME,EUR,2.2,wyscig@solidarnosc.lodz.pl,www.wyscig.com.pl
7/2/2025,7/6/2025,Volta a Portugal Feminina,,POR,WE,EUR,2.2,geral@fpciclismo.pt,fpciclismo.pt
7/3/2025,7/6/2025,Sint Martinusprijs Kontich,,BEL,MJ,EUR,2.1,info@actkontich.be,www.actkontich.be
7/3/2025,7/6/2025,Sibiu Cycling Tour,,ROU,ME,EUR,2.1,ciclism@sibiu.ro,https://ciclism.sibiu.ro
7/5/2025,7/5/2025,Kirchheimer Radsportnacht,Kirchheim unter Teck,GER,ME,EUR,CRTP,benkert.marc@gmail.com,https://www.passione-bici.de/
7/5/2025,7/5/2025,GP Général Patton,,LUX,MJ,EUR,1.1,info@skodatour.lu,www.skodatour.lu
7/5/2025,7/5/2025,Grand Prix Kahramanmaraş,,TUR,ME,EUR,1.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
7/5/2025,7/27/2025,Tour de France,,FRA,ME,UWT,2.UWT,tgouvenou@aso.fr,www.letour.fr
7/6/2025,7/6/2025,National Road Championships - Luxembourg (MU/WU),,LUX,,EUR,CN,office@radsportverband.at,http://www.radsportverband.at/
7/6/2025,7/6/2025,Grand Prix Edebiyat Yolu,,TUR,ME,EUR,1.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
7/6/2025,7/6/2025,National Road Championships - Guam (ITT),,GUM,,AME,CN,info@guamcycling.com,
7/6/2025,7/6/2025,Menen Kemmel Menen,,BEL,MJ,EUR,1.1,kwscmenen8930@gmail.com,www.kwsc-menen.be
7/6/2025,7/6/2025,Giro del Medio Brenta,,ITA,ME,EUR,1.2,info@studiomichielon.it,
7/6/2025,7/6/2025,Grand Prix International de la ville de Nogent-sur-Oise,,FRA,ME,EUR,1.2,ccnogentsuroise60@orange.fr,
7/6/2025,7/6/2025,Midden-Brabant Poort Omloop,,NED,ME,EUR,1.2,organisatie@wielerweekendgilze.nl,www.wielerweekendgilze.nl
7/6/2025,7/6/2025,Grand Prix de Luxembourg,,LUX,MJ,EUR,1.1,info@skodatour.lu,www.skodatour.lu
7/6/2025,7/6/2025,Argenta Classic - Deurne,,BEL,WE,EUR,1.1,info@rabc1882.be,https://www.argentaclassic.be/
7/6/2025,7/6/2025,BW Classic,,BEL,ME,EUR,1.2,christophe.brandt@trworg.be; wendy.dessauvages@trworg.be,www.sdworxbwclassic.be
7/6/2025,7/13/2025,Giro d'Italia Women,,ITA,WE,MON,2.WWT,giusy.virelli@rcs.it,
7/6/2025,7/13/2025,Tour of Magnificent Qinghai,,CHN,ME,ASI,2.Pro,tdql_2015@sina.cn,www.tdql.cn
7/9/2025,7/9/2025,Global Relay Gastown Grand Prix,"Gastown, Vancouver, BC",CAN,WE,AME,CRT,susie.ernsting@m1sportsmanagement.com,https://globalrelayggp.org/
7/9/2025,7/9/2025,Global Relay Gastown Grand Prix,"Gastown, Vancouver, BC",CAN,ME,AME,CRT,susie.ernsting@m1sportsmanagement.com,https://globalrelayggp.org/
7/9/2025,7/13/2025,Tour of Austria,,AUT,ME,EUR,2.1,office@tourofaustria.com,www.tourofaustria.com
7/10/2025,7/13/2025,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho,,POR,ME,EUR,2.2,udo@udo.pt,www.udo.pt
7/10/2025,7/13/2025,Tour of Ankara,,TUR,ME,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
7/10/2025,7/14/2025,Ain Bugey Valromey Tour,,FRA,MJ,EUR,2.1,jm.vivier@tvo.bike,http://www.tvo.bike
7/11/2025,7/11/2025,Grand Prix Valromey Tour Féminin,,FRA,WJ,EUR,1.1,jm.vivier@tvo.bike,
7/11/2025,7/14/2025,Tour de l'Abitibi Féminin,,CAN,WJ,AME,2.Ncup,direction@tourabtibi.qc.ca,www.tourabitibi.qc.ca
7/12/2025,7/12/2025,Visegrad 4 Kerekparverseny,,HUN,ME,EUR,1.2,mozgasegeszsegrekreacio@gmail.com,https://v4kerekparverseny.hu
7/12/2025,7/12/2025,Respect Ladies Race Slovakia,,SVK,WE,EUR,1.2,zilovec@respect-slovakia.sk,www.cyklistikaszc.sk
7/13/2025,7/13/2025,Visegrad 4 Bicycle Race - GP Slovakia,,SVK,ME,EUR,1.2,zilovec@respect-slovakia.sk,www.cyklistikaszc.sk
7/13/2025,7/13/2025,Grote Prijs CHW Beveren,,BEL,WE,EUR,1.2,william.vettenburg@telenet.be,
7/13/2025,7/13/2025,Grand Prix Valromey Tour Féminin II,,FRA,WJ,EUR,1.1,jm.vivier@tvo.bike,
7/13/2025,7/13/2025,The Road Race Tokyo Tama,,JPN,ME,ASI,1.2,info@trrtokyo.jp,https://www.the-roadrace-tokyo.jp
7/15/2025,7/20/2025,Tour de l'Abitibi,,CAN,MJ,AME,2.Ncup,direction@tourabtibi.qc.ca,www.tourabitibi.qc.ca
7/16/2025,7/20/2025,Giro Ciclistico della Valle d'Aosta - Mont Blanc,,ITA,MU,EUR,2.2U,segreteria@girovalledaosta.it,www.girovalledaosta.it
7/16/2025,7/20/2025,Baloise Ladies Tour,,BEL,WE,EUR,2.1,glssport@telenet.be,www.baloiseladiestour.com
7/18/2025,7/20/2025,Medzinárodné dni Cyklistiky,,SVK,MJ,EUR,2.Ncup,balaztomas76@gmail.com,www.cyklistikaszc.sk
7/18/2025,7/20/2025,La Sportbreizh U19,,FRA,MJ,EUR,2.1,thibault@sportbreizh.com,www.lasportbreizh.sportbreizh.com
7/19/2025,7/19/2025,Visegrad 4 Bicycle Race - GP Czech Republic,,CZE,ME,EUR,1.2,info@ceskysvazcyklistiky.cz,www.ceskysvazcyklistiky.cz
7/19/2025,7/19/2025,La Périgord Ladies,,FRA,WE,EUR,1.1,tourdulimousin@wanadoo.fr,www.tourdulimousin.com
7/20/2025,7/20/2025,Visegrad 4 Bicycle Race Grand Prix Poland,,POL,ME,EUR,1.2,dzkol@dzkol.eu,
7/20/2025,7/20/2025,La Picto - Charentaise,,FRA,WE,EUR,1.1,poitoucharentesanimation@orange.fr,www.tour-poitou-charentes.com
7/21/2025,7/21/2025,Clásica Terres de l´Ebre,,ESP,ME,EUR,1.1,joaquin@deporinter.es,
7/21/2025,7/26/2025,National Road Championships - Vietnam (Junior/U23),,VIE,,ASI,CN,vncycling@yahoo.com,
7/22/2025,7/22/2025,Memoriał Andrzeja Trochanowskiego,,POL,ME,EUR,1.2,mazoviateam@interia.pl,
7/23/2025,7/23/2025,Classique des Cannes,,MRI,ME,AFR,1.2,amcyclisme@intnet.mu; fmcyclisme@myt.mu,www.facebook.com/Mauritiuscyclingfederation
7/23/2025,7/26/2025,Dookoła Mazowsza,,POL,ME,EUR,2.2,mazoviateam@interia.pl,
7/25/2025,7/25/2025,Prueba Villafranca - Ordiziako Klasika,Prueba Villafranca - Ordiziako Klasika,ESP,ME,EUR,1.1,info@ordiziakoklasikoa.com; teams@ordiziakoklasikoa.com,www.ordiziakoklasikoa.com
7/25/2025,7/27/2025,Junioren Rundfahrt,,AUT,MJ,EUR,2.1,office@ooe-radsportverband.at,www.ooe-radsportverband.at
7/25/2025,7/27/2025,Watersley Junior Challenge,,NED,MJ,EUR,2.1,info@watersley-topsports.com,www.watersley.com
7/25/2025,7/27/2025,Watersley Ladies Challenge,,NED,WJ,EUR,2.Ncup,info@watersley-topsports.com,www.watersley.com
7/25/2025,7/27/2025,Princess Anna Vasa Tour,,POL,WE,EUR,2.2,info@pavtour.eu,https://pavtour.eu
7/26/2025,7/30/2025,Ethias-Tour de Wallonie,,BEL,ME,EUR,2.Pro,christophe.brandt@trworg.be; wendy.dessauvages@trworg.be,www.trworg.be
7/26/2025,8/3/2025,Tour de France Femmes avec Zwift,,FRA,WE,MON,2.WWT,tgouvenou@aso.fr,letourfemmes.fr
7/27/2025,7/27/2025,Vuelta a Castilla y Leon,,ESP,ME,EUR,1.1,clubciclistacadalsa@outlook.com,www.vueltacastillayleon.es
7/27/2025,7/27/2025,Puchar MON,,POL,ME,EUR,1.2,mazoviateam@interia.pl,
7/27/2025,7/27/2025,National Road Championships - Belgium (MU - IRR),,BEL,,EUR,CN,info@belgiancycling.be,
7/27/2025,7/27/2025,"Gran Premio ""Sportivi Loria""",,ITA,MJ,EUR,1.1,ucloria.05@gmail.com,
7/28/2025,7/31/2025,Tour de Banyuwangi Ijen,,INA,ME,ASI,2.2,disporabanyuwangikab@gmail.com,banyuwangikab.go.id
7/30/2025,7/30/2025,Trofee van Vlaanderen,,BEL,MJ,EUR,1.1,info@wielerclubbergdal.be,www.wielerclubbergdal.be
7/30/2025,8/3/2025,Tour Alsace,,FRA,ME,EUR,2.2,claude.deschaseaux9@orange.fr,www.touralsace.fr
7/31/2025,7/31/2025,Critérium International d'après Tour de France de Dijon,,FRA,ME,EUR,CRTP,contact@scodijon.fr,www.scodijon.fr
8/1/2025,8/1/2025,Ronde d'Aix,Cours Mirabeau à Aix en Provence,FRA,ME,EUR,CRTP,avcaix@gmail.com,avcaix.com
8/1/2025,8/1/2025,Schmitter Nacht von Hürth,,GER,ME,EUR,CRTP,rlippok@komet-delia.de,
8/1/2025,8/10/2025,Vuelta a Colombia,,COL,ME,AME,2.2,PRESIDENCIA@FEDERACIONCOLOMBIANADECICLISMO.COM,WWW.FEDERACIONCOLOMBIANADECICLISMO.COM
8/1/2025,8/10/2025,Tour Cycliste International de la Guadeloupe,,FRA,ME,EUR,2.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com
8/2/2025,8/2/2025,Criterium Cycliste International du Grand Dole Colruyt,DOLE,FRA,ME,EUR,CRTP,pascal.mergey@orange.fr,https://www.criteriumcyclisteinternationaldugranddole.com/
8/2/2025,8/2/2025,Donostia San Sebastian Klasikoa,,ESP,ME,UWT,1.UWT,admon@oceta.eus,www.klasikoa.eus
8/2/2025,8/3/2025,National Road Championships - Portugal (Junior),,POR,,EUR,CN,geral@fpciclismo.pt,
8/2/2025,8/4/2025,Kreiz Breizh Elites,,FRA,ME,EUR,2.2,presidence@sitekbe.com,www.sitekbe.com
8/3/2025,8/3/2025,National Criterium Championships - Puerto Rico,"Vega Baja, Puerto Rico",PUR,WE,AME,CRT,ismfuente@yahoo.com; fecipur@gmail.com,https://ciclismopr.org/
8/3/2025,8/3/2025,National Criterium Championships - Puerto Rico,,PUR,ME,AME,CRT,ismfuente@yahoo.com; fecipur@gmail.com,https://ciclismopr.org/
8/3/2025,8/3/2025,Circuito de Getxo - Memorial Hermanos Otxoa,,ESP,ME,EUR,1.1,puntagalea@puntagalea.com,www.puntagalea.com
8/3/2025,8/3/2025,6ème Tour PMA Critérium Professionnel,Etupes - France (25),FRA,ME,EUR,CRTP,ccetupes@ccetupes.net,www.ccetupes.com
8/3/2025,8/3/2025,National Road Championships - Guam (IRR),,GUM,,AME,CN,info@guamcycling.com,
8/4/2025,8/4/2025,Critérium de Colmar,Colmar,FRA,ME,EUR,CRTP,criteriumdecolmar@gmail.com,https://www.criteriumdecolmar.fr/
8/4/2025,8/10/2025,Tour de Pologne,,POL,ME,UWT,2.UWT,sekretariat@langteam.com.pl,www.tourdepologne.pl
8/5/2025,8/5/2025,Critérium Cycliste Professionnel de Saint Seurin sur l'Isle,Saint Seurin sur l'Isle,FRA,ME,EUR,CRTP,x.poujol.criterium@gmail.com,https://www.googlehttps://www.criterium-pro-saintseurinsurlisle.com
8/5/2025,8/9/2025,Vuelta a Burgos,,ESP,ME,EUR,2.Pro,vueltaburgos@diputaciondeburgos.es,www.vueltaburgos.es
8/6/2025,8/6/2025,Critérium International Marcoles en Chataigneraie souvenir Lucien Cantournet,,FRA,ME,EUR,CRTP,yannick.cantournet1@wanadoo.fr,www.criterium-marcoles.com
8/6/2025,8/8/2025,Tour de l'Ain,,FRA,ME,EUR,2.1,pcolliou@tourdelain.com,www.tourdelain.com
8/6/2025,8/9/2025,Tour of Szeklerland,,ROU,ME,EUR,2.2,cycling@novakgroup.ro,https://tourofszeklerland.ro/
8/6/2025,8/10/2025,National Road Championships - France (Junior/U23),,FRA,,EUR,CN,jbpeytavit.ffc@gmail.com,
8/7/2025,8/7/2025,Criterium Professionnel Avermes Portes de l'Allier Mewa,Avermes,FRA,ME,EUR,CRTP,yanick.gondoux@orange.fr,bourbonnais-cyclisme-sport-organisation.com
8/7/2025,8/10/2025,Arctic Race of Norway,,NOR,ME,EUR,2.Pro,ked@arctic-race.no,www.arctic-race.com
8/8/2025,8/8/2025,Criterium Arc-en-Ciel Saint-Amand-Montrond,SAINT-AMAND-MONTROND,FRA,ME,EUR,CRTP,benoit.maugrion@agence-panenka.com,https://www.criterium-arc-en-ciel.com/
8/8/2025,8/10/2025,Aubel-Thimister-Stavelot,,BEL,MJ,EUR,2.1,r_col@hotmail.com,www.fleche-ardennaise.be
8/9/2025,8/9/2025,Criterium Cycliste Professionnel Dun Le Palestel,DUN-LE-PALESTEL,FRA,ME,EUR,CRTP,marie-france.delouis@wanadoo.fr,www.criteriumdun.fr
8/10/2025,8/10/2025,Gran Premio Sportivi di Poggiana-Trofeo Bonin Costruzioni,,ITA,MU,EUR,1.2U,asolobikepoggiana@gmail.com,www.gppoggiana.net
8/12/2025,8/14/2025,Tour de Pologne Women,,POL,WE,EUR,2.1,SEKRETARIAT@LANGTEAM.COM.PL,www.tourdepologne.pl
8/12/2025,8/15/2025,Tour de Maurice,,MRI,ME,AFR,2.2,"amcyclisme@intnet.mu, fmcyclismemyt.mu",FACEBOOK PAGE
8/12/2025,8/16/2025,PostNord Tour of Denmark,,DEN,ME,EUR,2.Pro,jesper.tikioeb@cyklingdanmark.dk,www.postnorddanmarkrundt.dk
8/14/2025,8/15/2025,Bizkaikoloreak,,ESP,WJ,EUR,2.Ncup,txirringan@euskalnet.net,https://www.facebook.com/bizkaikoloreak/
8/14/2025,8/15/2025,Nation's Cup Hungary,,HUN,MJ,EUR,2.Ncup,mozgasegeszsegrekreacio@gmail.com,https://ncuphungary.com/
8/14/2025,8/17/2025,Czech Tour,,CZE,ME,EUR,2.1,racemanager@czechtour.com; president@czechtour.com,www.czechtour.com
8/15/2025,8/15/2025,Circuit Franco-Belge,,BEL,ME,EUR,1.Pro,baeghephilippe52@gmail.com,www.eurometropoletour.com
8/15/2025,8/15/2025,Grote Prijs Yvonne Reynders,,BEL,WE,EUR,1.1,info@gpyvonnereynders.be,www.gpyvonnereynders.be
8/15/2025,8/17/2025,Tour de Romandie Féminin,,SUI,WE,MON,2.WWT,info@tourderomandie.ch,www.tdrfeminin.ch
8/16/2025,8/16/2025,GP Capodarco Comunita Di Capodarco,,ITA,MU,EUR,1.2U,adriano@gpcapodarco.net,www.gpcapodarco.net
8/16/2025,8/16/2025,Memorial Henryka Łasaka,,POL,ME,EUR,1.2,wyscig.lasaka@gmail.com,memoriallasaka.pl
8/16/2025,8/17/2025,La Ronde Des Vallées,,FRA,MJ,EUR,2.1,jy.mahoudo@orange.fr,
8/17/2025,8/17/2025,La Polynormande,,FRA,ME,EUR,1.1,polynormande@gmail.com; gmorel35@outlook.fr,www.polynormande.com
8/17/2025,8/17/2025,ADAC Cyclassics,,GER,ME,UWT,1.UWT,mpietsch@aso-germany.de,www.cyclassics-hamburg.de
8/17/2025,8/17/2025,Classique of Mauritius,,MRI,ME,AFR,1.2,amcyclisme@intnet.mu; fmcyclisme@myt.mu,FACEBOOK PAGE
8/17/2025,8/17/2025,Memoriał Jana Magiery,,POL,ME,EUR,1.2,wyscig.lasaka@gmail.com,memoriallasaka.pl
8/19/2025,8/19/2025,Egmont Cycling Race Women,,BEL,WE,EUR,1.2,jogosseye@belgacom.net,www.egmontcyclingrace.be
8/19/2025,8/22/2025,Tour du Limousin-Périgord - Nouvelle Aquitaine,,FRA,ME,EUR,2.1,tourdulimousin@wanadoo.fr,www.tourdulimousin.com
8/20/2025,8/24/2025,Renewi Tour,,BEL,ME,UWT,2.UWT,info@golazo.com,www.renewitour.com
8/20/2025,8/24/2025,Lidl Deutschland Tour,,GER,ME,EUR,2.Pro,mpietsch@aso-germany.de,www.deutschland-tour.com
8/21/2025,8/21/2025,GP Lucien Van Impe,,BEL,WE,EUR,1.1,jeroendesmet88@hotmail.com,www.gplucienvanimpe.be
8/21/2025,8/24/2025,West Bohemia Tour,,CZE,MU,EUR,2.2U,info@westbohemiatour.com,www.westbohemiatour.com
8/21/2025,8/24/2025,Baltic Chain Tour,,EST,ME,EUR,2.2,info@proklubi.ee,www.balticchaintour.com
8/21/2025,8/25/2025,Trans-Himalaya Cycling Race,,CHN,ME,ASI,2.1,admin@chncycling.com;transhimalayarace@163.com,http://cycling.sport.org.cn/
8/22/2025,8/22/2025,Konvert Koerse,,BEL,WE,EUR,1.1,alexander@beyaertprinting.be,www.kortrijkkoerse.be
8/22/2025,8/24/2025,Vuelta Junior a la Ribera del Duero,,ESP,MJ,EUR,2.1,deportes@arandadeduero.es,
8/23/2025,8/24/2025,Boucles de l'Oise Juniors,,FRA,MJ,EUR,2.1,jlgillet.animations@orange.fr,bouclesdeloise.com
8/23/2025,8/30/2025,Tour de l'Avenir,,FRA,MU,EUR,2.Ncup,philippe.colliou@tourdelavenir.com,www.tourdelavenir.com
8/23/2025,8/30/2025,Tour de l'Avenir Femmes,,FRA,WU,EUR,2.2U,philippe.colliou@tourdelavenir.com,www.tourdelavenir.com
8/23/2025,9/14/2025,La Vuelta Ciclista a España,,ESP,ME,UWT,2.UWT,info@unipublic.es,lavuelta.com
8/24/2025,8/24/2025,Grand Prix Çankiri,,TUR,ME,EUR,1.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
